timestamp,jobid,nodelist,nodes,scale,m,n,unknowns,ranks,threads,total_cores,rep,time_sec,iterations,error_norm,logfile
2026-06-10T16:37:50+01:00,14009503,nid003543,1,medium,3160,3160,9985600,1,1,1,1,3.729e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r1_t1_p1_m3160_n3160_job14009503_rep1.log
2026-06-10T17:35:34+01:00,14009503,nid003543,1,medium,3160,3160,9985600,1,2,2,1,3.461e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r1_t2_p2_m3160_n3160_job14009503_rep1.log
2026-06-10T18:33:31+01:00,14009503,nid003543,1,medium,3160,3160,9985600,1,4,4,1,3.473e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r1_t4_p4_m3160_n3160_job14009503_rep1.log
2026-06-10T19:30:27+01:00,14009503,nid003543,1,medium,3160,3160,9985600,1,8,8,1,3.410e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r1_t8_p8_m3160_n3160_job14009503_rep1.log
2026-06-10T20:07:28+01:00,14009503,nid003543,1,medium,3160,3160,9985600,2,1,2,1,2.221e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r2_t1_p2_m3160_n3160_job14009503_rep1.log
2026-06-10T20:44:44+01:00,14009503,nid003543,1,medium,3160,3160,9985600,2,2,4,1,2.235e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r2_t2_p4_m3160_n3160_job14009503_rep1.log
2026-06-10T21:22:42+01:00,14009503,nid003543,1,medium,3160,3160,9985600,2,4,8,1,2.277e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r2_t4_p8_m3160_n3160_job14009503_rep1.log
2026-06-10T21:58:38+01:00,14009503,nid003543,1,medium,3160,3160,9985600,2,8,16,1,2.155e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r2_t8_p16_m3160_n3160_job14009503_rep1.log
2026-06-10T22:33:02+01:00,14009503,nid003543,1,medium,3160,3160,9985600,4,1,4,1,2.064e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r4_t1_p4_m3160_n3160_job14009503_rep1.log
2026-06-10T23:07:31+01:00,14009503,nid003543,1,medium,3160,3160,9985600,4,2,8,1,2.068e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r4_t2_p8_m3160_n3160_job14009503_rep1.log
2026-06-10T23:36:57+01:00,14009503,nid003543,1,medium,3160,3160,9985600,4,4,16,1,1.763e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r4_t4_p16_m3160_n3160_job14009503_rep1.log
2026-06-10T23:55:08+01:00,14009503,nid003543,1,medium,3160,3160,9985600,4,8,32,1,1.090e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r4_t8_p32_m3160_n3160_job14009503_rep1.log
2026-06-11T00:30:54+01:00,14009503,nid003543,1,medium,3160,3160,9985600,8,1,8,1,2.145e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r8_t1_p8_m3160_n3160_job14009503_rep1.log
2026-06-11T01:00:52+01:00,14009503,nid003543,1,medium,3160,3160,9985600,8,2,16,1,1.797e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r8_t2_p16_m3160_n3160_job14009503_rep1.log
2026-06-11T01:14:40+01:00,14009503,nid003543,1,medium,3160,3160,9985600,8,4,32,1,8.241e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r8_t4_p32_m3160_n3160_job14009503_rep1.log
2026-06-11T01:23:35+01:00,14009503,nid003543,1,medium,3160,3160,9985600,8,8,64,1,5.308e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r8_t8_p64_m3160_n3160_job14009503_rep1.log
2026-06-11T01:54:14+01:00,14009503,nid003543,1,medium,3160,3160,9985600,16,1,16,1,1.838e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r16_t1_p16_m3160_n3160_job14009503_rep1.log
2026-06-11T02:07:44+01:00,14009503,nid003543,1,medium,3160,3160,9985600,16,2,32,1,8.097e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r16_t2_p32_m3160_n3160_job14009503_rep1.log
2026-06-11T02:13:54+01:00,14009503,nid003543,1,medium,3160,3160,9985600,16,4,64,1,3.662e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r16_t4_p64_m3160_n3160_job14009503_rep1.log
2026-06-11T02:19:09+01:00,14009503,nid003543,1,medium,3160,3160,9985600,16,8,128,1,2.431e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r16_t8_p128_m3160_n3160_job14009503_rep1.log
2026-06-11T02:32:36+01:00,14009503,nid003543,1,medium,3160,3160,9985600,32,1,32,1,8.040e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r32_t1_p32_m3160_n3160_job14009503_rep1.log
2026-06-11T02:38:09+01:00,14009503,nid003543,1,medium,3160,3160,9985600,32,2,64,1,3.319e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r32_t2_p64_m3160_n3160_job14009503_rep1.log
2026-06-11T02:41:58+01:00,14009503,nid003543,1,medium,3160,3160,9985600,32,4,128,1,1.574e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r32_t4_p128_m3160_n3160_job14009503_rep1.log
2026-06-11T02:47:29+01:00,14009503,nid003543,1,medium,3160,3160,9985600,64,1,64,1,3.297e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r64_t1_p64_m3160_n3160_job14009503_rep1.log
2026-06-11T02:49:47+01:00,14009503,nid003543,1,medium,3160,3160,9985600,64,2,128,1,1.367e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r64_t2_p128_m3160_n3160_job14009503_rep1.log
2026-06-11T02:52:06+01:00,14009503,nid003543,1,medium,3160,3160,9985600,128,1,128,1,1.365e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium/ex2_arch-omp-opt_medium_r128_t1_p128_m3160_n3160_job14009503_rep1.log
