timestamp,jobid,nodelist,nodes,scale,m,n,unknowns,ranks,threads,total_cores,rep,time_sec,iterations,error_norm,logfile
2026-06-10T17:52:57+01:00,14009678,nid001322,1,large,4500,4500,20250000,1,1,1,1,7.555e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r1_t1_p1_m4500_n4500_job14009678_rep1.log
2026-06-10T19:50:23+01:00,14009678,nid001322,1,large,4500,4500,20250000,1,2,2,1,7.044e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r1_t2_p2_m4500_n4500_job14009678_rep1.log
2026-06-10T21:48:19+01:00,14009678,nid001322,1,large,4500,4500,20250000,1,4,4,1,7.074e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r1_t4_p4_m4500_n4500_job14009678_rep1.log
2026-06-10T23:47:24+01:00,14009678,nid001322,1,large,4500,4500,20250000,1,8,8,1,7.144e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r1_t8_p8_m4500_n4500_job14009678_rep1.log
2026-06-11T01:02:50+01:00,14009678,nid001322,1,large,4500,4500,20250000,2,1,2,1,4.525e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r2_t1_p2_m4500_n4500_job14009678_rep1.log
2026-06-11T02:18:59+01:00,14009678,nid001322,1,large,4500,4500,20250000,2,2,4,1,4.569e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r2_t2_p4_m4500_n4500_job14009678_rep1.log
2026-06-11T03:31:03+01:00,14009678,nid001322,1,large,4500,4500,20250000,2,4,8,1,4.324e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r2_t4_p8_m4500_n4500_job14009678_rep1.log
2026-06-11T04:44:08+01:00,14009678,nid001322,1,large,4500,4500,20250000,2,8,16,1,4.384e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r2_t8_p16_m4500_n4500_job14009678_rep1.log
2026-06-11T05:54:01+01:00,14009678,nid001322,1,large,4500,4500,20250000,4,1,4,1,4.192e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r4_t1_p4_m4500_n4500_job14009678_rep1.log
2026-06-11T07:04:04+01:00,14009678,nid001322,1,large,4500,4500,20250000,4,2,8,1,4.202e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r4_t2_p8_m4500_n4500_job14009678_rep1.log
2026-06-11T07:42:44+01:00,14009678,nid001322,1,large,4500,4500,20250000,4,4,16,1,2.319e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r4_t4_p16_m4500_n4500_job14009678_rep1.log
2026-06-11T08:19:35+01:00,14009678,nid001322,1,large,4500,4500,20250000,4,8,32,1,2.209e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r4_t8_p32_m4500_n4500_job14009678_rep1.log
2026-06-11T09:31:06+01:00,14009678,nid001322,1,large,4500,4500,20250000,8,1,8,1,4.290e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t1_p8_m4500_n4500_job14009678_rep1.log
2026-06-11T10:31:29+01:00,14009678,nid001322,1,large,4500,4500,20250000,8,2,16,1,3.623e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t2_p16_m4500_n4500_job14009678_rep1.log
2026-06-11T11:01:26+01:00,14009678,nid001322,1,large,4500,4500,20250000,8,4,32,1,1.794e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t4_p32_m4500_n4500_job14009678_rep1.log
2026-06-11T11:20:01+01:00,14009678,nid001322,1,large,4500,4500,20250000,8,8,64,1,1.115e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t8_p64_m4500_n4500_job14009678_rep1.log
2026-06-11T12:22:50+01:00,14009678,nid001322,1,large,4500,4500,20250000,16,1,16,1,3.768e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t1_p16_m4500_n4500_job14009678_rep1.log
2026-06-11T12:53:18+01:00,14009678,nid001322,1,large,4500,4500,20250000,16,2,32,1,1.827e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t2_p32_m4500_n4500_job14009678_rep1.log
2026-06-11T13:07:26+01:00,14009678,nid001322,1,large,4500,4500,20250000,16,4,64,1,8.481e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t4_p64_m4500_n4500_job14009678_rep1.log
2026-06-11T13:17:44+01:00,14009678,nid001322,1,large,4500,4500,20250000,16,8,128,1,5.472e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t8_p128_m4500_n4500_job14009678_rep1.log
2026-06-11T13:48:57+01:00,14009678,nid001322,1,large,4500,4500,20250000,32,1,32,1,1.868e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r32_t1_p32_m4500_n4500_job14009678_rep1.log
2026-06-11T14:02:48+01:00,14009678,nid001322,1,large,4500,4500,20250000,32,2,64,1,8.311e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r32_t2_p64_m4500_n4500_job14009678_rep1.log
2026-06-11T14:09:06+01:00,14009678,nid001322,1,large,4500,4500,20250000,32,4,128,1,3.766e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r32_t4_p128_m4500_n4500_job14009678_rep1.log
2026-06-11T14:22:54+01:00,14009678,nid001322,1,large,4500,4500,20250000,64,1,64,1,8.267e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r64_t1_p64_m4500_n4500_job14009678_rep1.log
2026-06-11T14:28:37+01:00,14009678,nid001322,1,large,4500,4500,20250000,64,2,128,1,3.421e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r64_t2_p128_m4500_n4500_job14009678_rep1.log
2026-06-11T14:34:21+01:00,14009678,nid001322,1,large,4500,4500,20250000,128,1,128,1,3.408e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r128_t1_p128_m4500_n4500_job14009678_rep1.log
