timestamp,jobid,nodelist,nodes,scale,m,n,unknowns,ranks,threads,total_cores,rep,time_sec,iterations,error_norm,logfile
2026-06-09T15:47:08+01:00,13997004,nid003574,1,small,1000,1000,1000000,4,4,16,1,2.710e+01,2825,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r4_t4_p16_m1000_n1000_job13997004_rep1.log
2026-06-09T15:47:37+01:00,13997004,nid003574,1,small,1000,1000,1000000,4,8,32,1,2.573e+01,2825,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r4_t8_p32_m1000_n1000_job13997004_rep1.log
2026-06-09T15:48:37+01:00,13997004,nid003574,1,small,1000,1000,1000000,8,1,8,1,6.021e+01,4085,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r8_t1_p8_m1000_n1000_job13997004_rep1.log
2026-06-09T15:49:07+01:00,13997004,nid003574,1,small,1000,1000,1000000,8,2,16,1,2.807e+01,4085,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r8_t2_p16_m1000_n1000_job13997004_rep1.log
2026-06-09T15:49:31+01:00,13997004,nid003574,1,small,1000,1000,1000000,8,4,32,1,2.330e+01,4085,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r8_t4_p32_m1000_n1000_job13997004_rep1.log
2026-06-09T15:49:49+01:00,13997004,nid003574,1,small,1000,1000,1000000,8,8,64,1,1.655e+01,4085,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r8_t8_p64_m1000_n1000_job13997004_rep1.log
2026-06-09T15:51:15+01:00,13997004,nid003574,1,small,1000,1000,1000000,16,1,16,1,8.569e+01,8179,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r16_t1_p16_m1000_n1000_job13997004_rep1.log
2026-06-09T15:51:55+01:00,13997004,nid003574,1,small,1000,1000,1000000,16,2,32,1,3.870e+01,8179,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r16_t2_p32_m1000_n1000_job13997004_rep1.log
2026-06-09T15:52:13+01:00,13997004,nid003574,1,small,1000,1000,1000000,16,4,64,1,1.753e+01,8179,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r16_t4_p64_m1000_n1000_job13997004_rep1.log
2026-06-09T15:52:29+01:00,13997004,nid003574,1,small,1000,1000,1000000,16,8,128,1,1.548e+01,8179,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r16_t8_p128_m1000_n1000_job13997004_rep1.log
2026-06-09T15:53:01+01:00,13997004,nid003574,1,small,1000,1000,1000000,32,1,32,1,2.980e+01,6460,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r32_t1_p32_m1000_n1000_job13997004_rep1.log
2026-06-09T15:53:11+01:00,13997004,nid003574,1,small,1000,1000,1000000,32,2,64,1,9.312e+00,6460,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r32_t2_p64_m1000_n1000_job13997004_rep1.log
2026-06-09T15:53:19+01:00,13997004,nid003574,1,small,1000,1000,1000000,32,4,128,1,6.402e+00,6460,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r32_t4_p128_m1000_n1000_job13997004_rep1.log
2026-06-09T15:53:28+01:00,13997004,nid003574,1,small,1000,1000,1000000,64,1,64,1,8.169e+00,7181,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r64_t1_p64_m1000_n1000_job13997004_rep1.log
2026-06-09T15:53:35+01:00,13997004,nid003574,1,small,1000,1000,1000000,64,2,128,1,4.375e+00,7181,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r64_t2_p128_m1000_n1000_job13997004_rep1.log
2026-06-09T15:53:40+01:00,13997004,nid003574,1,small,1000,1000,1000000,128,1,128,1,3.844e+00,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/small/ex2_arch-omp-opt_small_r128_t1_p128_m1000_n1000_job13997004_rep1.log
