timestamp,jobid,nodelist,nodes,scale,m,n,unknowns,ranks,threads,total_cores,rep,time_sec,iterations,error_norm,logfile
2026-06-10T10:15:27+01:00,13998779,nid001199,1,large,4500,4500,20250000,4,4,16,1,2.307e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r4_t4_p16_m4500_n4500_job13998779_rep1.log
2026-06-10T10:52:29+01:00,13998779,nid001199,1,large,4500,4500,20250000,4,8,32,1,2.220e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r4_t8_p32_m4500_n4500_job13998779_rep1.log
2026-06-10T12:03:58+01:00,13998779,nid001199,1,large,4500,4500,20250000,8,1,8,1,4.288e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t1_p8_m4500_n4500_job13998779_rep1.log
2026-06-10T13:04:24+01:00,13998779,nid001199,1,large,4500,4500,20250000,8,2,16,1,3.625e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t2_p16_m4500_n4500_job13998779_rep1.log
2026-06-10T13:34:18+01:00,13998779,nid001199,1,large,4500,4500,20250000,8,4,32,1,1.793e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t4_p32_m4500_n4500_job13998779_rep1.log
2026-06-10T13:52:56+01:00,13998779,nid001199,1,large,4500,4500,20250000,8,8,64,1,1.117e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r8_t8_p64_m4500_n4500_job13998779_rep1.log
2026-06-10T14:55:43+01:00,13998779,nid001199,1,large,4500,4500,20250000,16,1,16,1,3.767e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t1_p16_m4500_n4500_job13998779_rep1.log
2026-06-10T15:26:10+01:00,13998779,nid001199,1,large,4500,4500,20250000,16,2,32,1,1.826e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t2_p32_m4500_n4500_job13998779_rep1.log
2026-06-10T15:40:18+01:00,13998779,nid001199,1,large,4500,4500,20250000,16,4,64,1,8.460e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t4_p64_m4500_n4500_job13998779_rep1.log
2026-06-10T15:49:26+01:00,13998779,nid001199,1,large,4500,4500,20250000,16,8,128,1,5.470e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r16_t8_p128_m4500_n4500_job13998779_rep1.log
2026-06-10T16:20:41+01:00,13998779,nid001199,1,large,4500,4500,20250000,32,1,32,1,1.869e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r32_t1_p32_m4500_n4500_job13998779_rep1.log
2026-06-10T16:34:33+01:00,13998779,nid001199,1,large,4500,4500,20250000,32,2,64,1,8.299e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r32_t2_p64_m4500_n4500_job13998779_rep1.log
2026-06-10T16:40:50+01:00,13998779,nid001199,1,large,4500,4500,20250000,32,4,128,1,3.760e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r32_t4_p128_m4500_n4500_job13998779_rep1.log
2026-06-10T16:54:37+01:00,13998779,nid001199,1,large,4500,4500,20250000,64,1,64,1,8.257e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r64_t1_p64_m4500_n4500_job13998779_rep1.log
2026-06-10T17:00:19+01:00,13998779,nid001199,1,large,4500,4500,20250000,64,2,128,1,3.416e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r64_t2_p128_m4500_n4500_job13998779_rep1.log
2026-06-10T17:06:02+01:00,13998779,nid001199,1,large,4500,4500,20250000,128,1,128,1,3.401e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/large/ex2_arch-omp-opt_large_r128_t1_p128_m4500_n4500_job13998779_rep1.log
