timestamp,jobid,nodelist,nodes,scale,m,n,unknowns,ranks,threads,total_cores,rep,time_sec,iterations,error_norm,logfile
2026-06-09T15:59:32+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,1,1,1,1,1.874e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r1_t1_p1_m2240_n2240_job13997039_rep1.log
2026-06-09T16:28:34+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,1,2,2,1,1.742e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r1_t2_p2_m2240_n2240_job13997039_rep1.log
2026-06-09T16:57:42+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,1,4,4,1,1.747e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r1_t4_p4_m2240_n2240_job13997039_rep1.log
2026-06-09T17:27:09+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,1,8,8,1,1.767e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r1_t8_p8_m2240_n2240_job13997039_rep1.log
2026-06-09T17:46:08+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,2,1,2,1,1.136e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r2_t1_p2_m2240_n2240_job13997039_rep1.log
2026-06-09T18:05:03+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,2,2,4,1,1.135e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r2_t2_p4_m2240_n2240_job13997039_rep1.log
2026-06-09T18:24:11+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,2,4,8,1,1.148e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r2_t4_p8_m2240_n2240_job13997039_rep1.log
2026-06-09T18:42:16+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,2,8,16,1,1.084e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r2_t8_p16_m2240_n2240_job13997039_rep1.log
2026-06-09T18:59:50+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,4,1,4,1,1.052e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r4_t1_p4_m2240_n2240_job13997039_rep1.log
2026-06-09T19:17:23+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,4,2,8,1,1.053e+03,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r4_t2_p8_m2240_n2240_job13997039_rep1.log
2026-06-09T19:31:12+01:00,13997039,nid006854,1,medium-small,2240,2240,5017600,4,4,16,1,8.288e+02,10000,error,/work/m25oc/m25oc/s2795693/petsc_omp/runs/size_grid/medium-small/ex2_arch-omp-opt_medium-small_r4_t4_p16_m2240_n2240_job13997039_rep1.log
